"species","status"
"Coelogyne foerstermannii","Not Threatened"
"Coelogyne rigida","Not Threatened"
"Conchidium pusillum","Threatened"
"Corallorhiza bentleyi","Not Threatened"
"Corybas dienemus","Threatened"
"Corybas gastrosiphon","Not Threatened"
"Corycium flanaganii","Threatened"
"Crepidium kabense","EXT"
"Crepidium quadridens","Not Threatened"
"Cribbia pendula","EXT"
"Cribbia thomensis","EXT"
"Cryptopus brachiatus","Threatened"
"Cryptopus dissectus","Threatened"
"Cryptopus paniculatus","Threatened"
"Cyclopogon longibracteatus","Not Threatened"
"Cymbidium tracyanum","Threatened"
"Cynorkis ambondrombensis","Threatened"
"Cynorkis aphylla","Threatened"
"Cynorkis aurantiaca","Threatened"
"Cynorkis bimaculata","Threatened"
"Cynorkis buchwaldiana","Threatened"
"Cynorkis cuneilabia","Threatened"
"Cynorkis elata","Threatened"
"Cynorkis formosa","Threatened"
"Cynorkis gabonensis","Threatened"
"Cynorkis gibbosa","Not Threatened"
"Cynorkis gigas","Not Threatened"
"Cynorkis globifera","Threatened"
"Cynorkis gymnochiloides","Threatened"
"Cynorkis henrici","Threatened"
"Cynorkis humbertii","Threatened"
"Cynorkis lindleyana","Threatened"
"Cynorkis marojejyensis","Threatened"
"Cynorkis monadenia","Threatened"
"Cynorkis muscicola","Threatened"
"Cynorkis perrieri","Threatened"
"Cynorkis peyrotii","Threatened"
"Cynorkis pinguicularioides","Threatened"
"Cynorkis pleistadenia","Threatened"
"Cynorkis pseudorolfei","Threatened"
"Cynorkis purpurea","Threatened"
"Cynorkis quinqueloba","Threatened"
"Cynorkis rolfei","Threatened"
"Cynorkis rungweensis","Threatened"
"Cynorkis sacculata","Threatened"
"Cynorkis sambiranoensis","Threatened"
"Cynorkis stolonifera","Threatened"
"Cynorkis sylvatica","Threatened"
"Cynorkis tenerrima","Threatened"
"Cynorkis tristis","Threatened"
"Cynorkis uncata","Threatened"
"Cynorkis zaratananae","Threatened"
"Cypripedium acaule","Not Threatened"
"Cypripedium arietinum","Not Threatened"
"Cypripedium bardolphianum","Threatened"
"Cypripedium calceolus","Not Threatened"
"Cypripedium calcicola","Threatened"
"Cypripedium californicum","Not Threatened"
"Cypripedium candidum","Not Threatened"
"Cypripedium cordigerum","Threatened"
"Cypripedium debile","Not Threatened"
"Cypripedium elegans","Threatened"
"Cypripedium fargesii","Threatened"
"Cypripedium farreri","Threatened"
"Cypripedium fasciculatum","Not Threatened"
"Cypripedium fasciolatum","Threatened"
"Cypripedium flavum","Threatened"
"Cypripedium formosanum","Threatened"
"Cypripedium forrestii","Threatened"
"Cypripedium franchetii","Threatened"
"Cypripedium guttatum","Not Threatened"
"Cypripedium henryi","Threatened"
"Cypripedium himalaicum","Not Threatened"
"Cypripedium irapeanum","Not Threatened"
"Cypripedium japonicum","Threatened"
"Cypripedium kentuckiense","Not Threatened"
"Cypripedium lichiangense","Threatened"
"Cypripedium ludlowii","Threatened"
"Cypripedium macranthos","Not Threatened"
"Cypripedium margaritaceum","Threatened"
"Cypripedium molle","Not Threatened"
"Cypripedium montanum","Not Threatened"
"Cypripedium palangshanense","Threatened"
"Cypripedium parviflorum","Not Threatened"
"Cypripedium passerinum","Not Threatened"
"Cypripedium plectrochilum","Threatened"
"Cypripedium reginae","Not Threatened"
"Cypripedium segawae","Threatened"
"Cypripedium shanxiense","Not Threatened"
"Cypripedium taibaiense","Threatened"
"Cypripedium tibeticum","Threatened"
"Cypripedium wardii","Threatened"
"Cypripedium yatabeanum","Not Threatened"
"Cypripedium yunnanense","Threatened"
"Cyrtochilum halteratum","Not Threatened"
"Cyrtopodium brandonianum","Not Threatened"
"Cyrtorchis glaucifolia","Threatened"
"Dactylorhiza baumanniana","Threatened"
"Dactylorhiza cordigera","Not Threatened"
"Dactylorhiza elata","Not Threatened"
"Dactylorhiza euxina","Not Threatened"
"Dactylorhiza foliosa","Not Threatened"
"Dactylorhiza kalopissii","Not Threatened"
"Dactylorhiza lapponica","Not Threatened"
"Dactylorhiza sambucina","Not Threatened"
"Dactylorhiza urvilleana","Not Threatened"
"Dendrobium aberrans","Threatened"
"Dendrobium alexandrae","Not Threatened"
"Dendrobium aloifolium","Not Threatened"
"Dendrobium amphigenyum","Not Threatened"
"Dendrobium aphyllum","Threatened"
"Dendrobium archipelagense","Threatened"
"Dendrobium armeniacum","Threatened"
"Dendrobium atroviolaceum","Threatened"
"Dendrobium bensoniae","Threatened"
"Dendrobium brevicaule","Not Threatened"
"Dendrobium bulbophylloides","Not Threatened"
"Dendrobium cochliodes","Not Threatened"
"Dendrobium crassilabium","Not Threatened"
"Dendrobium crispilinguum","Not Threatened"
"Dendrobium cruttwellii","Not Threatened"
"Dendrobium cuthbertsonii","Not Threatened"
"Dendrobium cyanocentrum","Not Threatened"
"Dendrobium dekockii","Not Threatened"
"Dendrobium dendrocolloides","Not Threatened"
"Dendrobium dissitifolium","Not Threatened"
"Dendrobium engae","Not Threatened"
"Dendrobium eximium","Not Threatened"
"Dendrobium finisterrae","Not Threatened"
"Dendrobium forbesii","Not Threatened"
"Dendrobium geotropum","Not Threatened"
"Dendrobium habbemense","Not Threatened"
"Dendrobium hamiferum","Not Threatened"
"Dendrobium helix","Not Threatened"
"Dendrobium hellwigianum","Not Threatened"
"Dendrobium incurvum","Not Threatened"
"Dendrobium kauldorumii","Not Threatened"
"Dendrobium lancifolium","Not Threatened"
"Dendrobium lancilabium","Not Threatened"
"Dendrobium lasianthera","Not Threatened"
"Dendrobium leptocladum","Threatened"
"Dendrobium leucohybos","Not Threatened"
"Dendrobium lineale","Not Threatened"
"Dendrobium litorale","Not Threatened"
"Dendrobium lohohense","Threatened"
"Dendrobium margaretiae","Not Threatened"
"Dendrobium mayandyi","Not Threatened"
"Dendrobium melinanthum","Not Threatened"
"Dendrobium merrillii","Not Threatened"
"Dendrobium minutiflorum","Threatened"
"Dendrobium nardoides","Not Threatened"
"Dendrobium otaguroanum","Not Threatened"
"Dendrobium poneroides","Not Threatened"
"Dendrobium putnamii","Not Threatened"
"Dendrobium rigidifolium","Not Threatened"
"Dendrobium rupestre","Not Threatened"
"Dendrobium simplex","Not Threatened"
"Dendrobium subuliferum","Not Threatened"
"Dendrobium sulphureum","Not Threatened"
"Dendrobium tangerinum","Not Threatened"
"Dendrobium tapiniense","Not Threatened"
"Dendrobium terrestre","Not Threatened"
"Dendrobium williamsianum","Not Threatened"
"Dendrobium wisselense","Not Threatened"
"Dendrochilum foxworthyi","Threatened"
"Dendrochilum gracile","Not Threatened"
"Dendrochilum imitator","Not Threatened"
"Dendrochilum loheri","Threatened"
"Dendrochilum longipedicellatum","Threatened"
"Dendrochilum tuberculatum","Threatened"
"Didymoplexis africana","Threatened"
"Disa bodkinii","Not Threatened"
"Disa chimanimaniensis","Threatened"
"Disa erubescens","Not Threatened"
"Disa extinctoria","Threatened"
"Disa thodei","Threatened"
"Disa walleri","Threatened"
"Disperis aphylla","Threatened"
"Disperis bosseri","Threatened"
"Disperis ciliata","Threatened"
"Disperis egregia","Threatened"
"Disperis elaphoceras","Threatened"
"Disperis erucifera","Threatened"
"Disperis kamerunensis","EXT"
"Disperis kerstenii","Threatened"
"Disperis lanceolata","Threatened"
"Disperis majungensis","Threatened"
"Disperis masoalensis","Threatened"
"Disperis mildbraedii","EXT"
"Disperis nitida","EXT"
"Diuris byronensis","Threatened"
"Dracula ripleyana","Threatened"
"Dryadella minuscula","Threatened"
"Elleanthus oliganthus","Not Threatened"
"Encyclia kingsii","Threatened"
"Encyclia osmantha","Not Threatened"
"Encyclia phoenicea","Not Threatened"
"Encyclia spatella","Threatened"
"Epidendrum anthoceros","Threatened"
"Epidendrum capricornu","Not Threatened"
"Epidendrum carnevalii","Not Threatened"
"Epidendrum criniferum","Not Threatened"
"Epidendrum diothonaeoides","Not Threatened"
"Epidendrum geminiflorum","Not Threatened"
"Epidendrum gentryi","Not Threatened"
"Epidendrum hombersleyi","Threatened"
"Epidendrum microphyllum","Not Threatened"
"Epidendrum oerstedii","Not Threatened"
"Epidendrum proligerum","Not Threatened"
"Epidendrum ramosum","Not Threatened"
"Epidendrum syringothyrsus","Not Threatened"
"Epidendrum tigriphyllum","Threatened"
"Epipactis albensis","Not Threatened"
"Epipactis gigantea","Not Threatened"
"Epipactis greuteri","Threatened"
"Epipactis leptochila","Not Threatened"
"Epipactis muelleri","Not Threatened"
"Epipactis nordeniorum","Threatened"
"Epipactis palustris","Not Threatened"
"Epipactis phyllanthes","Not Threatened"
"Epipactis placentina","Threatened"
"Epipactis purpurata","Not Threatened"
"Epipactis troodi","Threatened"
"Epipactis veratrifolia","Not Threatened"
"Eria bidupensis","Threatened"
"Eria carinata","Threatened"
"Erythrodes blumei","Not Threatened"
"Erythrorchis altissima","Not Threatened"
"Eulophia coddii","Threatened"
"Eulophia fernandeziana","Threatened"
"Eulophia filifolia","Threatened"
"Eulophia grandidieri","Threatened"
"Eulophia katangensis","Not Threatened"
"Eulophia mangenotiana","Threatened"
"Eulophia nervosa","Threatened"
"Eulophia ramosa","Not Threatened"
"Eulophia reticulata","Threatened"
"Eulophia speciosa","Not Threatened"
"Galeottia fimbriata","Not Threatened"
"Gastrochilus calceolaris","Not Threatened"
"Gastrodia africana","EXT"
"Gastrodia elata","Not Threatened"
"Gastrorchis tuberculosa","Threatened"
"Genyorchis platybulbon","EXT"
"Geodorum recurvum","Not Threatened"
"Glomera compressa","Not Threatened"
"Glomera oligantha","Not Threatened"
"Glomera uniflora","Not Threatened"
"Gomesa sessilis","Threatened"
"Gomesa silvana","Threatened"
"Gonatostylis vieillardii","Not Threatened"
"Gongora arcuata","Threatened"
"Gongora portentosa","Threatened"
"Goodyera flaccida","Threatened"
"Goodyera macrophylla","Not Threatened"
"Goodyera perrieri","Threatened"
"Graphorkis medemiae","Threatened"
"Grosourdya quinquelobata","Threatened"
"Gymnadenia crassinervis","Threatened"
"Gymnadenia frivaldii","Not Threatened"
"Gymnadenia odoratissima","Not Threatened"
"Gymnadenia rhellicani","Not Threatened"
"Gymnadenia runei","Not Threatened"
"Habenaria armatissima","Not Threatened"
"Habenaria backeri","Threatened"
"Habenaria batesii","EXT"
"Habenaria delavayi","Threatened"
"Habenaria dusenii","Threatened"
"Habenaria finetiana","Threatened"
"Habenaria fordii","Threatened"
"Habenaria glazioviana","Not Threatened"
"Habenaria holotricha","Threatened"
"Habenaria isoantha","Threatened"
"Habenaria jacobii","Threatened"
"Habenaria jaegeri","Threatened"
"Habenaria leptoloba","Threatened"
"Habenaria leucoceras","Threatened"
"Habenaria macrostele","Threatened"
"Habenaria mairei","Threatened"
"Habenaria maitlandii","Threatened"
"Habenaria microceras","EXT"
"Habenaria monorrhiza","Not Threatened"
"Habenaria mossii","Threatened"
"Habenaria nigrescens","EXT"
"Habenaria obovata","EXT"
"Habenaria parviflora","Not Threatened"
"Habenaria plectromaniaca","Threatened"
"Habenaria pleiophylla","Not Threatened"
"Habenaria retroflexa","Not Threatened"
"Habenaria richardsiae","Threatened"
"Habenaria siamensis","Threatened"
"Habenaria socotrana","Not Threatened"
"Habenaria stylites","Threatened"
"Habenaria supplicans","Threatened"
"Habenaria thomana","EXT"
"Habenaria tianae","Threatened"
"Habenaria tridactylites","Not Threatened"
"Habenaria virens","Not Threatened"
"Hammarbya paludosa","Not Threatened"
"Helonoma bifida","Not Threatened"
"Hemipilia flabellata","Threatened"
"Hemipilia forrestii","Threatened"
"Hemipilia henryi","Threatened"
"Hemipilia limprichtii","Threatened"
"Herminium ophioglossoides","Threatened"
"Hetaeria heterosepala","Threatened"
"Hexalectris revoluta","Not Threatened"
"Hexalectris warnockii","Threatened"
"Himantoglossum adriaticum","Not Threatened"
"Himantoglossum metlesicsianum","Threatened"
"Holcoglossum quasipinifolium","Not Threatened"
"Holothrix filicornis","Not Threatened"
"Holothrix socotrana","Threatened"
"Huntleya burtii","Not Threatened"
"Huntleya vargasii","Not Threatened"
"Isotria medeoloides","Not Threatened"
"Jumellea anjouanensis","Threatened"
"Jumellea stenophylla","Threatened"
"Lankesterella gnomus","Not Threatened"
"Leochilus leochilinus","Not Threatened"
"Lepanthes binaria","Not Threatened"
"Lepanthes lindleyana","Not Threatened"
"Lepanthes mucronata","Not Threatened"
"Lepanthes prolifera","Not Threatened"
"Lepanthes sinuosa","Threatened"
"Liparis ambohimangana","Threatened"
"Liparis bautingensis","Threatened"
"Liparis bulbophylloides","Threatened"
"Liparis glaucescens","Threatened"
"Liparis goodyeroides","EXT"
"Liparis henrici","Threatened"
"Liparis longicaulis","Threatened"
"Liparis longipetala","Threatened"
"Liparis petelotii","Threatened"
"Liparis philippinensis","Not Threatened"
"Liparis puncticulata","Threatened"
"Liparis swenssonii","Not Threatened"
"Lueddemannia pescatorei","Not Threatened"
"Macradenia paraensis","Threatened"
"Malaxis bayardii","Threatened"
"Malaxis brachystachys","Not Threatened"
"Malaxis javesiae","Threatened"
"Malaxis lepanthiflora","Not Threatened"
"Malaxis muscifera","Not Threatened"
"Malaxis wendtii","Not Threatened"
"Masdevallia notosibirica","Threatened"
"Masdevallia strumifera","Not Threatened"
"Maxillaria angustisegmenta","Not Threatened"
"Microcoelia bulbocalcarata","Threatened"
"Myrmecophila thomsoniana","Threatened"
"Mystacidium nguruense","Threatened"
"Mystacidium pulchellum","Threatened"
"Neobolusia ciliata","Threatened"
"Neottia acuminata","Threatened"
"Neottia cordata","Not Threatened"
"Neottia nidus-avis","Not Threatened"
"Oeceoclades maculata","Not Threatened"
"Oeonia brauniana","Threatened"
"Oligophyton drummondii","Threatened"
"Oncidium dactyliferum","Not Threatened"
"Oncidium ensatum","Not Threatened"
"Oncidium hastilabium","Not Threatened"
"Oncidium planilabre","Not Threatened"
"Ophrys argolica","Not Threatened"
"Ophrys atlantica","Not Threatened"
"Ophrys bertolonii","Not Threatened"
"Ophrys insectifera","Not Threatened"
"Ophrys kotschyi","Not Threatened"
"Ophrys lunulata","Not Threatened"
"Orchis brancifortii","Not Threatened"
"Orchis laeta","Threatened"
"Orchis pauciflora","Not Threatened"
"Orchis quadripunctata","Not Threatened"
"Orchis sitiaca","Not Threatened"
"Oreorchis oligantha","Threatened"
"Orleanesia amazonica","Not Threatened"
"Pachyplectron arifolium","Not Threatened"
"Palmorchis imuyaensis","Threatened"
"Palmorchis trilobulata","Not Threatened"
"Panisea yunnanensis","Not Threatened"
"Paphiopedilum appletonianum","Threatened"
"Paphiopedilum armeniacum","Threatened"
"Paphiopedilum barbigerum","Threatened"
"Paphiopedilum bellatulum","Threatened"
"Paphiopedilum bullenianum","Threatened"
"Paphiopedilum concolor","Threatened"
"Paphiopedilum dianthum","Threatened"
"Paphiopedilum emersonii","Threatened"
"Paphiopedilum glanduliferum","Threatened"
"Paphiopedilum godefroyae","Threatened"
"Paphiopedilum gratrixianum","Threatened"
"Paphiopedilum hangianum","Threatened"
"Paphiopedilum haynaldianum","Threatened"
"Paphiopedilum helenae","Threatened"
"Paphiopedilum henryanum","Threatened"
"Paphiopedilum hirsutissimum","Threatened"
"Paphiopedilum hookerae","Threatened"
"Paphiopedilum insigne","Threatened"
"Paphiopedilum javanicum","Threatened"
"Paphiopedilum lowii","Threatened"
"Paphiopedilum malipoense","Threatened"
"Paphiopedilum micranthum","Threatened"
"Paphiopedilum niveum","Threatened"
"Paphiopedilum parishii","Threatened"
"Paphiopedilum purpuratum","Threatened"
"Paphiopedilum rothschildianum","Not Threatened"
"Paphiopedilum sanderianum","Not Threatened"
"Paphiopedilum schoseri","Threatened"
"Paphiopedilum stonei","Threatened"
"Paphiopedilum supardii","Threatened"
"Paphiopedilum tonsum","Threatened"
"Paphiopedilum victoria-regina","Threatened"
"Paphiopedilum vietnamense","Threatened"
"Paphiopedilum villosum","Threatened"
"Paphiopedilum violascens","Not Threatened"
"Paphiopedilum wilhelminae","Not Threatened"
"Pedilochilus papuanus","Not Threatened"
"Pelexia orthosepala","Not Threatened"
"Peristylus aristatus","Threatened"
"Phalaenopsis violacea","Threatened"
"Pholidota camelostalix","Threatened"
"Pholidota chinensis","Not Threatened"
"Pholidota globosa","Threatened"
"Phragmipedium besseae","EXT"
"Phragmipedium boissierianum","Not Threatened"
"Phragmipedium caricinum","Not Threatened"
"Phragmipedium caudatum","Not Threatened"
"Phragmipedium hirtzii","Not Threatened"
"Phragmipedium humboldtii","Not Threatened"
"Phragmipedium klotzschianum","Threatened"
"Phragmipedium lindenii","Not Threatened"
"Phragmipedium lindleyanum","Not Threatened"
"Phragmipedium longifolium","Not Threatened"
"Phragmipedium pearcei","Not Threatened"
"Phragmipedium sargentianum","Not Threatened"
"Phragmipedium schlimii","Not Threatened"
"Phragmipedium vittatum","Not Threatened"
"Phragmipedium warszewiczianum","Threatened"
