"species","status"
"Acrolophia ustulata","LC"
"Acrorchis roseola","LC"
"Adenochilus gracilis","LC"
"Adenochilus nortonii","LC"
"Adenoncos buruensis","CR"
"Adenoncos celebica","EN"
"Adenoncos elongata","EN"
"Adenoncos major","LC"
"Adenoncos nasonioides","LC"
"Adenoncos papuana","LC"
"Adenoncos parviflora","LC"
"Adenoncos saccata","CR"
"Adenoncos sumatrana","CR"
"Adenoncos virens","LC"
"Adrorhizon purpurascens","EN"
"Aerangis alcicornis","CR"
"Aerangis appendiculata","LC"
"Aerangis arachnopus","LC"
"Aerangis articulata","EN"
"Aerangis biloba","LC"
"Aerangis brachycarpa","LC"
"Aerangis calantha","LC"
"Aerangis carnea","LC"
"Aerangis citrata","LC"
"Aerangis collum-cygni","EN"
"Aerangis concavipetala","CR"
"Aerangis confusa","LC"
"Aerangis coriacea","LC"
"Aerangis cryptodon","EN"
"Aerangis decaryana","EN"
"Aerangis distincta","EN"
"Aerangis divitiflora","CR"
"Aerangis ellisii","LC"
"Aerangis fastuosa","VU"
"Aerangis fuscata","EN"
"Aerangis gracillima","LC"
"Aerangis gravenreuthii","VU"
"Aerangis hologlottis","EN"
"Aerangis hyaloides","VU"
"Aerangis jacksonii","VU"
"Aerangis kirkii","EN"
"Aerangis kotschyana","LC"
"Aerangis luteoalba","LC"
"Aerangis macrocentra","NT"
"Aerangis modesta","VU"
"Aerangis monantha","EN"
"Aerangis montana","EN"
"Aerangis mooreana","EN"
"Aerangis mystacidii","LC"
"Aerangis oligantha","EN"
"Aerangis pallidiflora","VU"
"Aerangis pulchella","CR"
"Aerangis punctata","NT"
"Aerangis rostellaris","CR"
"Aerangis seegeri","VU"
"Aerangis somalensis","EN"
"Aerangis spiculata","EN"
"Aerangis splendida","LC"
"Aerangis stelligera","LC"
"Aerangis stylosa","EN"
"Aerangis thomsonii","LC"
"Aerangis ugandensis","LC"
"Aerangis verdickii","LC"
"Aeranthes adenopoda","EN"
"Aeranthes aemula","EN"
"Aeranthes angustidens","VU"
"Aeranthes antennophora","EN"
"Aeranthes arachnites","EN"
"Aeranthes bathieana","EN"
"Aeranthes caudata","LC"
"Aeranthes crassifolia","CR"
"Aeranthes ecalcarata","LC"
"Aeranthes filipes","EN"
"Aeranthes grandiflora","EN"
"Aeranthes laxiflora","EN"
"Aeranthes leandriana","CR"
"Aeranthes moratii","EN"
"Aeranthes multinodis","CR"
"Aeranthes nidus","VU"
"Aeranthes orophila","EN"
"Aeranthes parvula","VU"
"Aeranthes peyrotii","LC"
"Aeranthes polyanthemus","EN"
"Aeranthes ramosa","LC"
"Aeranthes robusta","CR"
"Aeranthes sambiranoensis","CR"
"Aeranthes schlechteri","VU"
"Aeranthes setiformis","EN"
"Aeranthes setipes","EN"
"Aeranthes strangulata","VU"
"Aeranthes subramosa","CR"
"Aeranthes tenella","EN"
"Aeranthes tricalcarata","EN"
"Aeranthes tropophila","EN"
"Aerides crassifolia","EN"
"Aerides crispa","LC"
"Aerides emericii","CR"
"Aerides falcata","LC"
"Aerides inflexa","LC"
"Aerides maculosa","LC"
"Aerides multiflora","LC"
"Aerides odorata","LC"
"Aerides quinquevulnera","EN"
"Aerides ringens","EN"
"Aerides rosea","EN"
"Aerides thibautiana","LC"
"Aganisia cyanea","LC"
"Aganisia fimbriata","LC"
"Aganisia pulchella","LC"
"Aglossorrhyncha aurea","LC"
"Aglossorrhyncha biflora","LC"
"Aglossorrhyncha fruticicola","LC"
"Aglossorrhyncha galanthiflora","LC"
"Aglossorrhyncha torricellensis","LC"
"Aglossorrhyncha viridis","LC"
"Agrostophyllum appendiculoides","LC"
"Agrostophyllum atrobrunneum","LC"
"Agrostophyllum beleense","LC"
"Agrostophyllum brachiatum","LC"
"Agrostophyllum brevipes","LC"
"Agrostophyllum callosum","LC"
"Agrostophyllum carrianum","LC"
"Agrostophyllum compressum","LC"
"Agrostophyllum crassicaule","LC"
"Agrostophyllum curvilabre","LC"
"Agrostophyllum cyatheicola","LC"
"Agrostophyllum cyathiforme","LC"
"Agrostophyllum cyclopense","LC"
"Agrostophyllum denbergeri","LC"
"Agrostophyllum dischorense","LC"
"Agrostophyllum dolychophyllum","LC"
"Agrostophyllum earinoides","LC"
"Agrostophyllum elatum","LC"
"Agrostophyllum elongatum","LC"
"Agrostophyllum fibrosum","LC"
"Agrostophyllum flexuosum","LC"
"Agrostophyllum globiceps","LC"
"Agrostophyllum glumaceum","LC"
"Agrostophyllum graminifolium","LC"
"Agrostophyllum grandiflorum","LC"
"Agrostophyllum grubbianum","LC"
"Agrostophyllum habbemense","LC"
"Agrostophyllum huonense","LC"
"Agrostophyllum indifferens","CR"
"Agrostophyllum javanicum","LC"
"Agrostophyllum kairoanum","LC"
"Agrostophyllum kaniense","LC"
"Agrostophyllum kerenganum","LC"
"Agrostophyllum lamellatum","LC"
"Agrostophyllum lampongense","EN"
"Agrostophyllum laterale","VU"
"Agrostophyllum laxum","LC"
"Agrostophyllum leucocephalum","LC"
"Agrostophyllum longifolium","LC"
"Agrostophyllum longinode","LC"
"Agrostophyllum longivaginatum","EN"
"Agrostophyllum macrocephalum","LC"
"Agrostophyllum majus","LC"
"Agrostophyllum malindangense","EN"
"Agrostophyllum megalurum","LC"
"Agrostophyllum militare","LC"
"Agrostophyllum milneanum","LC"
"Agrostophyllum montanum","LC"
"Agrostophyllum mucronatum","LC"
"Agrostophyllum myrianthum","EN"
"Agrostophyllum neoguinense","LC"
"Agrostophyllum paniculatum","LC"
"Agrostophyllum papuanum","LC"
"Agrostophyllum parviflorum","LC"
"Agrostophyllum patentissimum","LC"
"Agrostophyllum philippinense","EN"
"Agrostophyllum planicaule","EN"
"Agrostophyllum rigidifolium","LC"
"Agrostophyllum spicatum","LC"
"Agrostophyllum stenophyllum","LC"
"Agrostophyllum stipulatum","LC"
"Agrostophyllum subacuminatum","LC"
"Agrostophyllum sumatranum","LC"
"Agrostophyllum superpositum","LC"
"Agrostophyllum torricellense","LC"
"Agrostophyllum trifidum","LC"
"Agrostophyllum triquetrum","LC"
"Agrostophyllum uniflorum","LC"
"Agrostophyllum vanhulstijnii","CR"
"Agrostophyllum ventricosum","LC"
"Alamania punicea","LC"
"Altensteinia boliviensis","EN"
"Altensteinia citrina","LC"
"Altensteinia fimbriata","LC"
"Altensteinia longispicata","VU"
"Altensteinia virescens","LC"
"Amitostigma basifoliatum","EN"
"Amitostigma capitatum","EN"
"Amitostigma faberi","EN"
"Amitostigma hemipilioides","EN"
"Amitostigma kinoshitae","EN"
"Amitostigma simplex","EN"
"Amitostigma tetralobum","EN"
"Anacamptis boryi","VU"
"Anacamptis collina","LC"
"Anacamptis coriophora","LC"
"Anacamptis laxiflora","LC"
"Anacamptis morio","LC"
"Anacamptis palustris","LC"
"Anacamptis papilionacea","LC"
"Anacamptis pyramidalis","LC"
"Anacamptis sancta","LC"
"Anathallis acuminata","LC"
"Anathallis adenochila","LC"
"Anathallis angustilabia","EN"
"Anathallis aristulata","EN"
"Anathallis barbulata","LC"
"Anathallis bolsanelloi","EN"
"Anathallis brevipes","LC"
"Anathallis corticicola","LC"
"Anathallis dryadum","LC"
"Anathallis ferdinandiana","EN"
"Anathallis gert-hatschbachii","EN"
"Anathallis graveolens","LC"
"Anathallis guarujaensis","EN"
"Anathallis involuta","LC"
"Anathallis jesupiorum","CR"
"Anathallis lagarophyta","EN"
"Anathallis lewisiae","LC"
"Anathallis linearifolia","LC"
"Anathallis liparanges","LC"
"Anathallis malmeana","LC"
"Anathallis microphyta","LC"
"Anathallis minutalis","LC"
"Anathallis montipelladensis","LC"
"Anathallis obovata","LC"
"Anathallis ourobranquensis","EN"
"Anathallis pabstii","LC"
"Anathallis papuligera","LC"
"Anathallis pubipetala","EN"
"Anathallis pusilla","LC"
"Anathallis radialis","LC"
"Anathallis scariosa","LC"
"Anathallis sclerophylla","LC"
"Anathallis sertularioides","LC"
"Anathallis sororcula","LC"
"Anathallis spiculifera","LC"
"Anathallis ypirangae","LC"
"Ancistrochilus rothschildianus","LC"
"Ancistrochilus thomsonianus","LC"
"Ancistrorhynchus akeassiae","EN"
"Ancistrorhynchus capitatus","LC"
"Ancistrorhynchus cephalotes","LC"
"Ancistrorhynchus clandestinus","LC"
"Ancistrorhynchus crystalensis","EN"
"Ancistrorhynchus laxiflorus","VU"
"Ancistrorhynchus metteniae","LC"
"Ancistrorhynchus ovatus","CR"
"Ancistrorhynchus parviflorus","LC"
"Ancistrorhynchus recurvus","LC"
"Ancistrorhynchus refractus","EN"
"Ancistrorhynchus schumannii","LC"
"Ancistrorhynchus serratus","NT"
"Ancistrorhynchus straussii","LC"
"Ancistrorhynchus tenuicaulis","VU"
"Andinia trimytera","LC"
"Andinia vestigipetala","LC"
"Androcorys pusillus","EN"
"Androcorys spiralis","EN"
"Angraecopsis amaniensis","EN"
"Angraecopsis breviloba","EN"
"Angraecopsis cryptantha","VU"
"Angraecopsis elliptica","VU"
"Angraecopsis gracillima","LC"
"Angraecopsis holochila","CR"
"Angraecopsis ischnopus","VU"
"Angraecopsis lisowskii","EN"
"Angraecopsis lovettii","EN"
"Angraecopsis malawiensis","EN"
"Angraecopsis parva","VU"
"Angraecopsis parviflora","LC"
"Angraecopsis pusilla","CR"
"Angraecopsis tenerrima","EN"
"Angraecopsis tridens","NT"
"Angraecopsis trifurca","CR"
"Angraecum acutipetalum","VU"
"Angraecum affine","EN"
"Angraecum alleizettei","EN"
"Angraecum aloifolium","CR"
"Angraecum ambrense","EN"
"Angraecum amplexicaule","EN"
"Angraecum ampullaceum","EN"
"Angraecum andringitranum","EN"
"Angraecum angustipetalum","VU"
"Angraecum angustum","EN"
"Angraecum ankeranense","EN"
"Angraecum aporoides","LC"
"Angraecum appendiculatum","EN"
"Angraecum appendiculoides","EN"
"Angraecum arachnites","VU"
"Angraecum atlanticum","NT"
"Angraecum bancoense","LC"
"Angraecum baronii","EN"
"Angraecum bemarivoense","CR"
"Angraecum bicallosum","EN"
"Angraecum birrimense","LC"
"Angraecum borbonicum","EN"
"Angraecum brachyrhopalon","CR"
"Angraecum bracteosum","EN"
"Angraecum breve","EN"
"Angraecum cadetii","EN"
"Angraecum calceolus","LC"
"Angraecum caricifolium","EN"
"Angraecum caulescens","VU"
"Angraecum chaetopodum","EN"
"Angraecum chamaeanthus","LC"
"Angraecum chermezonii","VU"
"Angraecum claessensii","EN"
"Angraecum clavigerum","EN"
"Angraecum compactum","LC"
"Angraecum compressicaule","CR"
"Angraecum conchiferum","LC"
"Angraecum conchoglossum","EN"
"Angraecum cordemoyi","EN"
"Angraecum cornigerum","EN"
"Angraecum cornucopiae","EN"
"Angraecum corrugatum","EN"
"Angraecum corynoceras","CR"
"Angraecum costatum","LC"
"Angraecum coutrixii","EN"
"Angraecum crassum","EN"
"Angraecum cribbianum","CR"
"Angraecum cucullatum","EN"
"Angraecum cultriforme","EN"
"Angraecum curnowianum","EN"
"Angraecum curvicaule","EN"
"Angraecum curvipes","EN"
"Angraecum danguyanum","VU"
"Angraecum dasycarpum","CR"
"Angraecum decaryanum","EN"
"Angraecum dendrobiopsis","VU"
"Angraecum didieri","EN"
"Angraecum distichum","LC"
"Angraecum dives","VU"
"Angraecum doratophyllum","EN"
"Angraecum drouhardii","EN"
"Angraecum dryadum","EN"
"Angraecum dupontii","CR"
"Angraecum eburneum","LC"
"Angraecum egertonii","VU"
"Angraecum eichlerianum","LC"
"Angraecum elephantinum","EN"
"Angraecum equitans","EN"
"Angraecum erectum","LC"
"Angraecum expansum","EN"
"Angraecum falcifolium","CR"
"Angraecum ferkoanum","CR"
"Angraecum filicornu","EN"
"Angraecum firthii","EN"
"Angraecum flavidum","EN"
"Angraecum floribundum","EN"
"Angraecum florulentum","EN"
"Angraecum gabonense","LC"
"Angraecum germinyanum","LC"
"Angraecum gracile","CR"
"Angraecum hermannii","EN"
"Angraecum humbertii","EN"
"Angraecum humblotianum","EN"
"Angraecum humile","EN"
"Angraecum huntleyoides","LC"
"Angraecum imerinense","CR"
"Angraecum infundibulare","EN"
"Angraecum kranzlinianum","EN"
"Angraecum lecomtei","EN"
"Angraecum leonis","EN"
"Angraecum letouzeyi","EN"
"Angraecum liliodorum","EN"
"Angraecum linearifolium","LC"
"Angraecum lisowskianum","CR"
"Angraecum litorale","CR"
"Angraecum longicalcar","EN"
"Angraecum longicaule","EN"
"Angraecum madagascariense","CR"
"Angraecum magdalenae","LC"
"Angraecum mahavavense","CR"
"Angraecum mauritianum","LC"
"Angraecum melanostictum","EN"
"Angraecum microcharis","CR"
"Angraecum minus","CR"
"Angraecum minutum","EN"
"Angraecum moandense","LC"
"Angraecum mofakoko","EN"
"Angraecum moratii","EN"
"Angraecum multiflorum","EN"
"Angraecum multinominatum","LC"
"Angraecum muscicola","CR"
"Angraecum musculiferum","EN"
"Angraecum myrianthum","EN"
"Angraecum obesum","EN"
"Angraecum oblongifolium","EN"
"Angraecum obversifolium","LC"
"Angraecum ochraceum","EN"
"Angraecum oeonioides","CR"
"Angraecum onivense","EN"
"Angraecum palmicola","CR"
"Angraecum panicifolium","VU"
"Angraecum patens","EN"
"Angraecum pauciramosum","EN"
"Angraecum pectinatum","LC"
"Angraecum penzigianum","NT"
"Angraecum pergracile","CR"
"Angraecum perhumile","CR"
"Angraecum perparvulum","CR"
"Angraecum peyrotii","CR"
"Angraecum pingue","EN"
"Angraecum pinifolium","EN"
"Angraecum podochiloides","LC"
"Angraecum popowii","EN"
"Angraecum potamophilum","CR"
"Angraecum praestans","LC"
"Angraecum protensum","EN"
"Angraecum pseudodidieri","EN"
"Angraecum pseudofilicornu","VU"
"Angraecum pterophyllum","EN"
"Angraecum pumilio","EN"
"Angraecum pungens","VU"
"Angraecum pusillum","LC"
"Angraecum pyriforme","VU"
"Angraecum ramosum","EN"
"Angraecum reygaertii","LC"
"Angraecum rhizanthium","CR"
"Angraecum rhizomaniacum","EN"
"Angraecum rhynchoglossum","LC"
"Angraecum rigidifolium","CR"
"Angraecum rostratum","EN"
"Angraecum rubellum","CR"
"Angraecum rutenbergianum","LC"
"Angraecum sacciferum","LC"
"Angraecum sacculatum","EN"
"Angraecum sambiranoense","EN"
"Angraecum sanfordii","EN"
"Angraecum scalariforme","CR"
"Angraecum scottianum","CR"
"Angraecum sedifolium","EN"
"Angraecum serpens","CR"
"Angraecum sesquipedale","LC"
"Angraecum setipes","VU"
"Angraecum sinuatiflorum","CR"
"Angraecum sororium","LC"
"Angraecum spectabile","EN"
"Angraecum spicatum","CR"
"Angraecum stella-africae","EN"
"Angraecum sterrophyllum","CR"
"Angraecum stolzii","EN"
"Angraecum striatum","EN"
"Angraecum subulatum","LC"
"Angraecum tamarindicola","CR"
"Angraecum tenellum","EN"
"Angraecum tenuifolium","EN"
"Angraecum tenuipes","EN"
"Angraecum teres","CR"
"Angraecum teretifolium","VU"
"Angraecum triangulifolium","EN"
"Angraecum umbrosum","EN"
"Angraecum undulatum","CR"
"Angraecum urschianum","EN"
"Angraecum verecundum","CR"
"Angraecum vesiculatum","CR"
"Angraecum vesiculiferum","CR"
"Angraecum viguieri","LC"
"Angraecum viride","EN"
"Angraecum viridiflorum","EN"
"Angraecum zaratananae","EN"
"Anguloa cliftonii","CR"
"Anguloa clowesii","LC"
"Anguloa uniflora","LC"
"Anguloa virginalis","LC"
"Anoectochilus albolineatus","LC"
"Anoectochilus annamensis","LC"
"Anoectochilus burmannicus","EN"
"Anoectochilus calcareus","LC"
"Anoectochilus dewildeorum","LC"
"Anoectochilus formosanus","LC"
"Anoectochilus geniculatus","EN"
"Anoectochilus imitans","LC"
"Anoectochilus kinabaluensis","LC"
"Anoectochilus koshunensis","LC"
"Anoectochilus longicalcaratus","EN"
"Anoectochilus lylei","LC"
"Anoectochilus monicae","EN"
"Anoectochilus papuanus","LC"
"Anoectochilus reinwardtii","LC"
"Anoectochilus rhombilabius","LC"
"Anoectochilus roxburghii","LC"
"Anoectochilus sandvicensis","VU"
"Anoectochilus setaceus","LC"
"Anoectochilus sumatranus","EN"
"Anoectochilus yatesiae","LC"
"Anoectochilus zhejiangensis","EN"
"Ansellia africana","VU"
"Anthogonium gracile","LC"
"Aphyllorchis alpina","EN"
"Aphyllorchis angustipetala","EN"
"Aphyllorchis anomala","LC"
"Aphyllorchis caudata","EN"
"Aphyllorchis elata","LC"
"Aphyllorchis evrardii","EN"
"Aphyllorchis exilis","LC"
"Aphyllorchis gollanii","EN"
"Aphyllorchis montana","LC"
"Aphyllorchis pallida","LC"
"Aphyllorchis queenslandica","LC"
"Aphyllorchis siantanensis","CR"
"Aphyllorchis simplex","EN"
"Aphyllorchis sumatrana","CR"
"Aplectrum hyemale","LC"
"Aporostylis bifolia","LC"
"Apostasia latifolia","EN"
"Apostasia nuda","LC"
"Apostasia odorata","LC"
"Apostasia parvula","VU"
"Apostasia wallichii","LC"
"Appendicula aberrans","LC"
"Appendicula adnata","EN"
"Appendicula alatocaulis","LC"
"Appendicula alba","LC"
"Appendicula anceps","LC"
"Appendicula angustifolia","LC"
"Appendicula annamensis","EN"
"Appendicula anomala","LC"
"Appendicula babiensis","LC"
"Appendicula bilobulata","LC"
"Appendicula bracteosa","LC"
"Appendicula brevimentum","EN"
"Appendicula buxifolia","LC"
"Appendicula calcarata","LC"
"Appendicula carnosa","LC"
"Appendicula celebica","CR"
"Appendicula clemensiae","LC"
"Appendicula clemensiorum","LC"
"Appendicula congesta","LC"
"Appendicula cornuta","LC"
"Appendicula cristata","LC"
"Appendicula dajakorum","EN"
"Appendicula damusensis","EN"
"Appendicula dendrobioides","LC"
"Appendicula effusa","EN"
"Appendicula elegans","LC"
"Appendicula elmeri","EN"
"Appendicula fasciculata","LC"
"Appendicula floribunda","EN"
"Appendicula foliosa","LC"
"Appendicula furfuracea","CR"
"Appendicula gjellerupii","LC"
"Appendicula gracilis","LC"
"Appendicula grandifolia","LC"
"Appendicula hexandra","LC"
"Appendicula infundibuliformis","EN"
"Appendicula lamprophylla","LC"
"Appendicula latilabium","LC"
"Appendicula laxifolia","LC"
"Appendicula linearifolia","LC"
"Appendicula linearis","LC"
"Appendicula longa","LC"
"Appendicula longirostrata","LC"
"Appendicula lucbanensis","EN"
"Appendicula lucida","LC"
"Appendicula magnibracteata","EN"
"Appendicula ovalis","EN"
"Appendicula palustris","LC"
"Appendicula patentissima","EN"
"Appendicula pauciflora","EN"
"Appendicula pendula","LC"
"Appendicula pilosa","EN"
"Appendicula polita","EN"
"Appendicula polystachya","LC"
"Appendicula pseudofractiflexa","LC"
"Appendicula purpurascens","LC"
"Appendicula purpureifolia","EN"
"Appendicula ramosa","LC"
"Appendicula recondita","EN"
"Appendicula reflexa","LC"
"Appendicula rostellata","EN"
"Appendicula rostrata","LC"
"Appendicula rubens","EN"
"Appendicula rupestris","LC"
"Appendicula salicifolia","LC"
"Appendicula seranica","LC"
"Appendicula spathilabris","VU"
"Appendicula tenuifolia","LC"
"Appendicula tenuispica","NT"
"Appendicula togarupia","CR"
"Appendicula torta","LC"
"Appendicula triloba","EN"
"Appendicula tubilabia","LC"
"Appendicula uncata","EN"
"Appendicula undulata","LC"
"Appendicula weberi","LC"
"Appendicula xytriophora","LC"
"Aracamunia liesneri","EN"
"Arachnis annamensis","LC"
"Arachnis beccarii","CR"
"Arachnis flos-aeris","LC"
"Arachnis hookeriana","LC"
"Arachnis labrosa","LC"
"Arachnis longisepala","LC"
"Arethusa bulbosa","LC"
"Arpophyllum giganteum","LC"
"Arpophyllum laxiflorum","LC"
"Arpophyllum spicatum","LC"
"Arthrochilus apectus","CR"
"Arthrochilus aquilus","CR"
"Arthrochilus byrnesii","LC"
"Arthrochilus corinnae","EN"
"Arthrochilus dockrillii","LC"
"Arthrochilus huntianus","LC"
"Arthrochilus irritabilis","LC"
"Arthrochilus latipes","LC"
"Arthrochilus lavarackianus","LC"
"Arthrochilus oreophilus","LC"
"Arthrochilus prolixus","LC"
"Arthrochilus rosulatus","LC"
"Arthrochilus sabulosus","LC"
"Arthrochilus stenophyllus","LC"
"Artorima erubescens","LC"
"Arundina graminifolia","LC"
"Ascidieria caricifolia","LC"
"Ascidieria longifolia","LC"
"Ascidieria maculiflora","LC"
"Ascidieria pseudocymbiformis","EN"
"Aspasia epidendroides","LC"
"Aspasia lunata","LC"
"Aspasia principissa","LC"
"Aspasia psittacina","LC"
"Aspasia variegata","LC"
"Aspidogyne argentea","LC"
"Aspidogyne bidentifera","LC"
"Aspidogyne boliviensis","LC"
"Aspidogyne bruxelii","LC"
"Aspidogyne commelinoides","LC"
"Aspidogyne costaricensis","EN"
"Aspidogyne cruciformis","LC"
"Aspidogyne decora","LC"
"Aspidogyne fimbrillaris","LC"
"Aspidogyne foliosa","LC"
"Aspidogyne grandis","LC"
"Aspidogyne grayumii","LC"
"Aspidogyne hylibates","LC"
"Aspidogyne kuczynskii","LC"
"Aspidogyne lindleyana","LC"
"Aspidogyne longicornu","LC"
"Aspidogyne malmei","LC"
"Aspidogyne metallescens","EN"
"Aspidogyne misera","CR"
"Aspidogyne mosaica","LC"
"Aspidogyne mystacina","LC"
"Aspidogyne pumila","LC"
"Aspidogyne robusta","CR"
"Aspidogyne roseoalba","LC"
"Aspidogyne stictophylla","LC"
"Aspidogyne sumacoensis","CR"
"Aspidogyne tuerckheimii","LC"
"Aulosepalum hemichrea","LC"
"Aulosepalum nelsonii","LC"
"Aulosepalum oestlundii","LC"
"Aulosepalum pulchrum","LC"
"Aulosepalum pyramidale","LC"
"Aulosepalum riodelayense","LC"
"Aulosepalum tenuiflorum","CR"
"Auxopus kamerunensis","LC"
"Auxopus macranthus","LC"
"Auxopus madagascariensis","CR"
"Barbosella australis","LC"
"Barbosella cogniauxiana","LC"
"Barbosella crassifolia","LC"
"Barbosella cucullata","LC"
"Barbosella dolichorhiza","LC"
"Barbosella dusenii","LC"
"Barbosella gardneri","LC"
"Barbosella geminata","NT"
"Barbosella macaheensis","EN"
"Barbosella miersii","LC"
"Barbosella orbicularis","LC"
"Barbosella prorepens","LC"
"Barbosella spiritu-sanctensis","LC"
"Barbosella trilobata","EN"
"Barbosella vasquezii","EN"
"Barkeria barkeriola","LC"
"Barkeria dorotheae","EN"
"Barkeria lindleyana","LC"
"Barkeria melanocaulon","EN"
"Barkeria naevosa","LC"
"Barkeria obovata","LC"
"Barkeria palmeri","LC"
"Barkeria scandens","LC"
"Barkeria shoemakeri","LC"
"Barkeria skinneri","LC"
"Barkeria spectabilis","LC"
"Barkeria uniflora","LC"
"Barkeria whartoniana","LC"
"Bartholina burmanniana","LC"
"Bartholina etheliae","VU"
"Basiphyllaea carabiaiana","LC"
"Basiphyllaea corallicola","LC"
"Basiphyllaea hamiltoniana","LC"
"Basiphyllaea sarcophylla","LC"
"Basiphyllaea wrightii","LC"
"Baskervilla assurgens","LC"
"Baskervilla auriculata","LC"
"Baskervilla colombiana","LC"
"Baskervilla leptantha","LC"
"Baskervilla machupicchuensis","EN"
"Baskervilla paranaensis","LC"
"Baskervilla pastasae","LC"
"Baskervilla stenopetala","LC"
"Batemannia armillata","LC"
"Batemannia colleyi","LC"
"Batemannia leferenzii","EN"
